HOITEMID,ITEMNAME,ADDRESS,LGA_NAME21,lat_long
5045149.0,Paddington Reservoir,255a Oxford Street Paddington,SYDNEY,"[-33.8853594677449, 151.22688993806696]"
5053230.0,Unwin's Stores,77-85 George Street The Rocks,SYDNEY,"[-33.85884251586064, 151.20870866322758]"
5045197.0,GIO Building,60-70 Elizabeth Street Sydney,SYDNEY,"[-33.86823528812909, 151.2108787156568]"
5011983.0,Culcairn Railway Station and yard group,"Main Southern railway, Culcairn",GREATER HUME SHIRE,"[-35.66583018228683, 147.03819252116017]"
5011937.0,Border Loop railway formation and landscape,"Border Loop, North Coast Railway",KYOGLE,"[-28.352943324795103, 152.9621525748869]"
5045278.0,St Barnabas Anglican Church,"Yarramalong Road, Yarramalong",CENTRAL COAST (NSW),"[-33.218950434674966, 151.2763505360153]"
5045242.0,Vermont Terrace,"63, 65 Lower Fort Street Millers Point",SYDNEY,"[-33.85716468362634, 151.2063253207934]"
5045333.0,Wooden Terraces,42-44 Collins Street Kiama,KIAMA,"[-34.66863954857471, 150.85373177096744]"
5045537.0,Police Station (former),808-810 Victoria Road Ryde,RYDE,"[-33.81562305342941, 151.10000180254312]"
5011986.0,Demondrille Junction railway ruins and signal box,"Main Southern railway, Demondrille",HILLTOPS,"[-34.53481117054134, 148.32239029919435]"
5045670.0,Argyle House,85 Lower Fort Street Millers Point,SYDNEY,"[-33.857840118573975, 151.20571376979015]"
5045746.0,Royal Cricketers Arms Inn,385 Reservoir Road Prospect,BLACKTOWN,"[-33.807050001120466, 150.90285799285607]"
5045286.0,Terrace,"52, 54 Kent Street Millers Point",SYDNEY,"[-33.859613524415025, 151.20387862081466]"
5053174.0,Mariners' Church,98-100 George Street The Rocks,SYDNEY,"[-33.858204567920346, 151.20939540321504]"
5051802.0,Marsden Rehabilitation Centre Group,"Marsden Street, Parramatta",PARRAMATTA,"[-33.80978787929741, 151.00199793532107]"
5045497.0,CML Building,118 Macquarie Street Dubbo,DUBBO REGIONAL,"[-32.246723182573426, 148.601688883204]"
5045339.0,Ohio Homestead,Walcha,WALCHA,"[-30.96726047911684, 151.61347809521283]"
5011946.0,Substation,982-984 Pacific Highway Pymble,KU-RING-GAI,"[-33.7488801051524, 151.1450441630259]"
5045713.0,Narrandera rail bridge over Murrumbidgee River,"Junee-Hay railway, Narrandera",NARRANDERA,"[-34.75863790520841, 146.53567887928375]"
5053171.0,Julian Ashton Art School,117-119 George Street The Rocks,SYDNEY,"[-33.85994706584049, 151.2084096331222]"
5045091.0,Commercial Hotel & Cottage,430-436 Smollett Street Albury,ALBURY,"[-36.08321111916594, 146.9223320584244]"
5045162.0,St John's Anglican Church and Rectory,"Darling Street, Wentworth",WENTWORTH,"[-34.10457239705535, 141.91920952927106]"
5055310.0,The Chalet,2 Yerton Avenue Hunters Hill,HUNTERS HILL,"[-33.837782232656075, 151.15449527679758]"
5044974.0,Marika,46 Ryde Road Hunters Hill,HUNTERS HILL,"[-33.82731908701045, 151.13761358760877]"
5045709.0,Gladswood House,11 Gladswood Gardens Double Bay,WOOLLAHRA,"[-33.872559488459196, 151.2461832280277]"
5045251.0,Christ Church Anglican Church,345-347 Great Western Highway Springwood,BLUE MOUNTAINS,"[-33.69950218265644, 150.5562442634826]"
5045756.0,Loder House,126 George Street Windsor,HAWKESBURY,"[-33.60616991228863, 150.8221906108103]"
5045321.0,Bank of NSW,107-109 Bathurst Street Sydney,SYDNEY,"[-33.87448069876612, 151.20652375444143]"
5045687.0,Shop,87 Crown Street Wollongong,WOLLONGONG,"[-34.425901405000516, 150.8982431730626]"
5045039.0,Building,42 Cowles Road Mosman,MOSMAN,"[-33.8274557173284, 151.23747039933156]"
5045334.0,National Mutual Building,348 - 352 George Street Sydney,SYDNEY,"[-33.86693665779761, 151.20742676832472]"
5045272.0,Grantham Poultry Research Station (former),71 Seven Hills Road Seven Hills,BLACKTOWN,"[-33.78110726940557, 150.92960499246612]"
5045235.0,Building,257-259 Windsor Street Richmond,HAWKESBURY,"[-33.59597252759953, 150.75003216338916]"
5045092.0,Ultimo Post Office,494 Harris Street Ultimo,SYDNEY,"[-33.87787265908456, 151.19896980006692]"
5053188.0,"Railings, Sydney Cove","Circular Quay Concourse, Circular Quay East and West, The Rocks",SYDNEY,"[-33.860331215241835, 151.21267860546035]"
5053515.0,Regent Theatre,197 Keira Street Wollongong,WOLLONGONG,"[-34.42422365258246, 150.89383342493397]"
5012295.0,Yass Town Railway Station and yard group,"Yass Town Tramway, Yass",YASS VALLEY,"[-34.84444210655736, 148.91115283683854]"
5045549.0,Macquarie Grove Cottage,Aerodome Road Cobbitty,CAMDEN,"[-34.04255841043145, 150.69216561705292]"
5044800.0,Wynstay Estate,68-78 The Avenue Mount Wilson,BLUE MOUNTAINS,"[-33.50471996737444, 150.38028345268268]"
5045716.0,Ness Property,"Reserve Road, Wapengo",BEGA VALLEY,"[-36.61507839867835, 150.02427899685057]"
5000867.0,Morisset Hospital Precinct,"Morisset Park Road, Morisset",LAKE MACQUARIE,"[-33.129602650097375, 151.51074920134982]"
5053378.0,Sharpies Golf House Sign (The Golf House),216 - 220 Elizabeth Street Sydney,SYDNEY,"[-33.880428120042055, 151.20903304028423]"
5051536.0,Camden Park Estate and Belgenny Farm,"Elizabeth Macarthur Avenue, Camden South",WOLLONDILLY,"[-34.10876442234965, 150.7190529364219]"
5051584.0,Great Synagogue,187A Elizabeth Street Sydney,SYDNEY,"[-33.87253951304034, 151.20960576726122]"
5045480.0,Bundarra Police Station & Courthouse,"Oliver Street, Bundarra",URALLA,"[-30.171618248689686, 151.07538962206996]"
5045576.0,Sugar House,138-140 Pitt Street Sydney,SYDNEY,"[-33.868755431910465, 151.20849871692732]"
5012113.0,Mount Murray Railway Station group,Moss Vale-Unanderra railway Mount Murray,WINGECARRIBEE,"[-34.5516278140563, 150.63846351945674]"
5045208.0,Bronte House,470 Bronte Road Bronte,WAVERLEY,"[-33.902274348382306, 151.26451241740799]"
5051294.0,Wingham Post Office,"Wynter Street, Wingham",MID-COAST,"[-31.87029789830898, 152.37613508069833]"
5045547.0,"Judges House, The",531 Kent Street Sydney,SYDNEY,"[-33.87515345463102, 151.2050266265653]"
5052422.0,Grave of Ben Hall,"Various , Forbes",FORBES,"[-33.37173563598977, 147.99565276615306]"
5045507.0,Kemwah Court,195-197 Macquarie Street Dubbo,DUBBO REGIONAL,"[-32.25120596048168, 148.6001957708933]"
5051366.0,Coonamit Bridge over Wakool River,Main Road 386 Swan Hill,MURRAY RIVER,"[-35.13534728428385, 143.6813758769069]"
5053607.0,Premiers and Railway Commissioners Rail Car Collection,Large Erecting Shed Locomotive Street Eveleigh,SYDNEY,"[-33.89415594248368, 151.191310964978]"
5045314.0,Sydney Trades Hall,4-10 Goulburn Street Sydney,SYDNEY,"[-33.877330114562135, 151.20412545940206]"
5045014.0,Union Bank of Australia (former),84 Byng Street Orange,ORANGE,"[-33.28137725947545, 149.09691100757206]"
5045668.0,Sze Yup Temple & Joss House,"Victoria Road, Glebe",SYDNEY,"[-33.87413091334677, 151.18062700819294]"
5045617.0,Houses,"36, 38 Argyle Place Millers Point",SYDNEY,"[-33.85804284744891, 151.2043589049567]"
5045750.0,Glenalvon,8 Lithgow Street Campbelltown,CAMPBELLTOWN (NSW),"[-34.06750611084524, 150.81488674601172]"
5052361.0,Hill 60/ Illowra Battery,"Military Road, Port Kembla",WOLLONGONG,"[-34.486613232138296, 150.91687870216938]"
5045244.0,Fernleigh,44-46 Fernleigh Road Caringbah South,SUTHERLAND SHIRE,"[-34.060181940201204, 151.13292395307064]"
5053168.0,Housing Board Building,120 Gloucester Street The Rocks,SYDNEY,"[-33.862069323685546, 151.2065914700973]"
5051467.0,Arnprior,"Mayfield Road, Larbert",QUEANBEYAN-PALERANG REGIONAL,"[-35.28663076267993, 149.77317213553837]"
5001053.0,Tulkiyan,707 Pacific Highway Gordon,KU-RING-GAI,"[-33.75776829605266, 151.15403922655827]"
5051544.0,Callan Park Conservation Area & Buildings,"Balmain Road, Lilyfield",INNER WEST,"[-33.86675645945194, 151.16085861300914]"
5051425.0,Double Bay Compressed Air Ejector Station,"Cross Street, Double Bay",WOOLLAHRA,"[-33.87690084234942, 151.24468452165848]"
5045354.0,Cottage Museum,"Bow Street, Merriwa",UPPER HUNTER SHIRE,"[-32.138904942244864, 150.35367277282774]"
5011925.0,Auburn Railway Signal Box,"Great Southern and Western Railway, Auburn",CUMBERLAND,"[-33.84666070216722, 151.0301936953859]"
5049609.0,Timber Slab Cottage,44 Barden Street Tempe,INNER WEST,"[-33.92465125601016, 151.16250163101435]"
5051346.0,Fenwick & Co Boat Store,2-8 Weston Street Balmain,INNER WEST,"[-33.85732524463628, 151.19570800728957]"
5053865.0,Kiama Reservoir (WS 0232),"Irvine Street, Kiama",KIAMA,"[-34.67349354269195, 150.8437718927876]"
5055721.0,Hampton Villa,12B Grafton Street Balmain,INNER WEST,"[-33.85994454501772, 151.1888835879141]"
5051480.0,Track,"Coxs River Arms, Lake Burragorang, Warragamba Dam",BLUE MOUNTAINS,"[-33.85483863807469, 150.33859476654888]"
5045565.0,Little Milton,31-33 Smith Street Wollongong,WOLLONGONG,"[-34.42251598010721, 150.89965474031018]"
5045335.0,Crown Hotel,160-162 Elizabeth Street Sydney,SYDNEY,"[-33.87821382907266, 151.20952639951085]"
5045712.0,History House,133 Macquarie Street Sydney,SYDNEY,"[-33.86417954424584, 151.21243254097897]"
5045615.0,Inn & Outbuildings (former),"Old New England Highway, Chain of Ponds",SINGLETON,"[-32.40555939852942, 151.02585451960417]"
5051300.0,Redfern Post Office,113 Redfern Street Redfern,SYDNEY,"[-33.89271609550527, 151.20236305758905]"
5051359.0,Woolloomooloo Finger Wharf,"Cowper Wharf Road, Woolloomooloo",SYDNEY,"[-33.867475484082824, 151.22114473829083]"
5045501.0,Singleton District Hospital,25 Dangar Road Singleton,SINGLETON,"[-32.56729320356155, 151.1858256610218]"
5045080.0,Talbragar Shire Council Chambers,"Macquarie Street, Dubbo",DUBBO REGIONAL,"[-32.250799847490505, 148.6003372229206]"
5011980.0,Cronulla Railway Station group,"Cronulla railway, Cronulla",SUTHERLAND SHIRE,"[-34.05678669091569, 151.15158735083662]"
5045476.0,Pitt Street Uniting Church,264 Pitt Street Sydney,SYDNEY,"[-33.873530856935666, 151.20841062729903]"
5045271.0,St Stephen's Presbyterian Church,2 Allowrie Street Jamberoo,KIAMA,"[-34.648858054144334, 150.77431216038184]"
5045168.0,Bird In The Hand Inn (former),87 Eldon Street Pitt Town,HAWKESBURY,"[-33.58626663556307, 150.85933409615328]"
5045714.0,Tanilba House & The Temple,"Admiralty Avenue, Tanilba Bay",PORT STEPHENS,"[-32.72155981419225, 151.99251024309166]"
5045326.0,Carss Cottage,74 Carwar Avenue Carss Park,GEORGES RIVER,"[-33.990584667551225, 151.1204124802154]"
5012084.0,Lue Railway Station group,"Wallerawang-Gwabegar railway, Lue",MID-WESTERN REGIONAL,"[-32.656141946871315, 149.84675664682564]"
5056381.0,Englefield,49 Newcastle Street East Maitland,MAITLAND,"[-32.74418560374989, 151.57839677738082]"
5011947.0,Bowenfels Rail Viaducts,Main Western Railway Bowenfels,LITHGOW,"[-33.472913988470275, 150.1271150836654]"
5012061.0,Katoomba Railway Station and yard group,"Main Western railway, Katoomba",BLUE MOUNTAINS,"[-33.71171584358537, 150.31090248397183]"
5051482.0,Virginia,"Charleyong Road, Mayfield",QUEANBEYAN-PALERANG REGIONAL,"[-35.22277536419274, 149.84083081754983]"
5045688.0,Bridge View Inn,28-30 Louee Street Rylstone,MID-WESTERN REGIONAL,"[-32.79529555191751, 149.9721036253567]"
5045399.0,Walter Burley Griffin Incinerator,2 Small Street Willoughby,WILLOUGHBY,"[-33.81141497688588, 151.2018276235695]"
5045453.0,North Sydney Technical High School (former),36 Blue Street North Sydney,NORTH SYDNEY,"[-33.84021690761585, 151.20748400690115]"
5044968.0,Pearce Family Cemetery,"Seven Hills Road, Baulkham Hills",THE HILLS SHIRE,"[-33.757069920688565, 150.9561552248585]"
5012041.0,Burrinjuck Dam,Burrinjuck,YASS VALLEY,"[-35.0026805712263, 148.58337861710115]"
5014215.0,Cadia Engine House & Surrounds,20km South West Orange,CABONNE,"[-33.449581115262404, 148.98607000412042]"
5045691.0,Toxana,157 Windsor Street Richmond,HAWKESBURY,"[-33.59761739092252, 150.75343304269126]"
5045067.0,Walsh Bay Wharves Precinct,"Hickson Road, Millers Point",SYDNEY,"[-33.85692527250328, 151.20502528401136]"
5045520.0,Bowman House,368-370 Windsor Street Richmond,HAWKESBURY,"[-33.5949110032093, 150.74585115812158]"
5045482.0,St Thomas Anglican Church,"St Thomas Road, Mulgoa",PENRITH,"[-33.829698038612854, 150.65564333927625]"
5051724.0,Wollongong East Post Office,91 Crown Street Wollongong,WOLLONGONG,"[-34.42587402898232, 150.89804774009485]"
5045376.0,St Anne's Roman Catholic Church (former),"St Annes Square, South Strathfield",STRATHFIELD,"[-33.892209215919394, 151.07797993247073]"
5045415.0,Government Depot Site (former),"Dunsmore Street, Rooty Hill",BLACKTOWN,"[-33.774267709106006, 150.8508900306136]"
5045683.0,Hermitage and Garden,1-13 Pennant Avenue Denistone,RYDE,"[-33.801650835250115, 151.09912657053192]"
5045661.0,Vienna,38-40 Alexandra Street Hunters Hill,HUNTERS HILL,"[-33.834578792656956, 151.15474545319043]"
5000860.0,Building,28 Kent Street Millers Point,SYDNEY,"[-33.859029247405054, 151.20381544590202]"
5045752.0,Mamre,"Mamre Road, St. Marys",PENRITH,"[-33.7902498146004, 150.76791429737148]"
5045665.0,Woodlands,44 King Street East Maitland,MAITLAND,"[-32.7489977967454, 151.58852931536066]"
5045192.0,Milford Haven,125 Unwins Bridge Road Tempe,INNER WEST,"[-33.921157938686015, 151.15928583094387]"
5012047.0,Gunning Railway Station and yard group,Main Southern railway Gunning,UPPER LACHLAN SHIRE,"[-34.77982959881676, 149.2607173021927]"
5045265.0,Bargo Railway Viaduct,"Main Southern railway 96.265 kms, Bargo",WOLLONDILLY,"[-34.23659609654599, 150.5798661867836]"
5045173.0,Cowra Prisoner of War Camp Site,"Evans Street, Cowra",COWRA,"[-33.815266120330136, 148.70641554156634]"
5012079.0,Lewisham Railway viaducts over Long Cove Creek,"Great Southern and Western Railway, Lewisham/Summer Hill",INNER WEST,"[-33.89225572611537, 151.14459698392173]"
5045301.0,Campbelltown Post Office (former),261 Queen Street Campbelltown,CAMPBELLTOWN (NSW),"[-34.06843450961309, 150.81228862626426]"
5014176.0,Railway Institute Building,"Chalmers Street, Surry Hills",SYDNEY,"[-33.885724487845415, 151.2065301979313]"
5053878.0,Croydon Sewer Vent,"Paisley Road, Croydon",BURWOOD,"[-33.88248373118324, 151.11382878463533]"
5052993.0,Berry Courthouse,58 Victoria Street Berry,SHOALHAVEN,"[-34.77739502861247, 150.69330806714902]"
5045117.0,House,194 Howick Street Bathurst,BATHURST REGIONAL,"[-33.418900251189044, 149.5827444357718]"
5045733.0,"St John's Church, Hall & Grounds",1D Parry Street Cooks Hill,NEWCASTLE,"[-32.93408778620328, 151.76845881503013]"
5051369.0,Dunmore Bridge over the Paterson River,Paterson Road Woodville,MAITLAND,"[-32.68035841286121, 151.60547879416757]"
5012132.0,Penrith Railway Station group,"Great Western Railway, Penrith",PENRITH,"[-33.74998726772438, 150.69584552095745]"
5045153.0,Paddington Town Hall,249 Oxford Street Paddington,SYDNEY,"[-33.885251576643725, 151.22581576723513]"
5051505.0,Orange Post Office,221 Summer Street Orange,ORANGE,"[-33.28401440876338, 149.1000819608045]"
5000865.0,Terrace,"71, 73 Kent Street Millers Point",SYDNEY,"[-33.859647866369684, 151.20339060287978]"
5045351.0,Railway Gatehouse,110 and 112 Green Parade Valley Heights,BLUE MOUNTAINS,"[-33.71216654177891, 150.58963180106798]"
5000972.0,Royal College of Pathologists (former),82 Windmill Street Millers Point,SYDNEY,"[-33.85747875356593, 151.20565472584713]"
5045621.0,Bare Island Fort,La Perouse,RANDWICK,"[-33.991952975898705, 151.2312603750982]"
5045676.0,Tocal Homestead,"Tocal Road, Paterson",DUNGOG,"[-32.62357340101103, 151.59028120076007]"
5045459.0,Venice,66 Frenchmans Road Randwick,RANDWICK,"[-33.90751760301556, 151.2495151068492]"
5012122.0,Newcastle Railway Station additional group,"Great Northern Railway, Newcastle",NEWCASTLE,"[-32.92640561264102, 151.7840715039224]"
5045260.0,Weatherboard Inn Archaeological Site,1-15 Matcham Avenue Wentworth Falls,BLUE MOUNTAINS,"[-33.70702767921549, 150.37386163156884]"
5053215.0,Tenements,117-117A Gloucester Street The Rocks,SYDNEY,"[-33.860829456707414, 151.20691849821694]"
5045514.0,Old Police Barracks,"Sloane Street, Goulburn",GOULBURN MULWAREE,"[-34.75404081562518, 149.72252144915478]"
5011982.0,Croydon Railway Station Group,"Great Southern and Western Railway, Croydon",INNER WEST,"[-33.88346207839321, 151.11601240919185]"
5045302.0,Bellevue,55-57 Leichhardt Street Glebe Point,SYDNEY,"[-33.871324478685615, 151.18447025201942]"
5045477.0,Grafton rail and road bridge over Clarence River,Grafton,CLARENCE VALLEY,"[-29.697785098138613, 152.9421008588549]"
5050765.0,Harper's Mansion,"Wilkinson Street, Berrima",WINGECARRIBEE,"[-34.48540324051604, 150.3393627163411]"
5051262.0,Grossman House,71 Church Street Maitland,MAITLAND,"[-32.73529194426246, 151.5528227360459]"
5044973.0,Newcastle Railway Station,"Great Northern Railway, Newcastle",NEWCASTLE,"[-32.926658522621736, 151.78385070291858]"
5012363.0,Parramatta District Hospital - Archaeology,Marsden Street Parramatta,PARRAMATTA,"[-33.811958336319485, 151.0020725810221]"
5045347.0,Engehurst,56A Ormond Street Paddington,WOOLLAHRA,"[-33.883441838699675, 151.22654959437327]"
5012238.0,Tarago Railway Station group,"Goulburn-Bombala railway, Tarago",GOULBURN MULWAREE,"[-35.07096876751396, 149.6507764131636]"
5045802.0,Mint Building and Hyde Park Barracks Group,"Macquarie Street, Sydney",SYDNEY,"[-33.869254600311585, 151.21275639125156]"
5045307.0,Argyle Street Railway Substation,"Trinity Avenue, Millers Point",SYDNEY,"[-33.85798019964259, 151.20643832066787]"
5045275.0,CBC Bank,110-114 Macquarie Street Dubbo,DUBBO REGIONAL,"[-32.24656364958721, 148.60186862919784]"
5045671.0,Goonoobah & Woodlands,42-44 King Street East Maitland,MAITLAND,"[-32.74890527476227, 151.58871457634768]"
5011985.0,Pyrmont and Glebe Railway Tunnels,"Metropolitan goods railway, Pyrmont",SYDNEY,"[-33.87701324490498, 151.18639480798132]"
5053205.0,"Shop, Ken Duncan Gallery",73 George Street The Rocks,SYDNEY,"[-33.85853034486892, 151.20882034525354]"
5050068.0,Walter Burley Griffin Lodge,32 Plateau Road Avalon,NORTHERN BEACHES,"[-33.6414320510222, 151.322880206151]"
5053339.0,"Carousel, The","Concourse under Western Distributor, Sydney",SYDNEY,"[-33.87418916125126, 151.20103134626618]"
5012212.0,Rydal rail underbridges,"Main Western railway, Rydal",LITHGOW,"[-33.51634119609297, 150.00687720025888]"
5014138.0,The Gunnery,43-51 Cowper Wharf Road Woolloomooloo,SYDNEY,"[-33.869526147055076, 151.22069433407998]"
5045435.0,Cowra rail bridge over Lachlan River,"Blayney-Harden railway, Cowra",COWRA,"[-33.850496585588466, 148.6825919358159]"
5000971.0,Stevens Terrace,73 Windmill Street Millers Point,SYDNEY,"[-33.8577944325583, 151.20554958681984]"
5052613.0,Raby,1025 Camden Valley Way Catherine Field,CAMDEN,"[-33.9940397844734, 150.78372297323784]"
5014091.0,Blue Mountains Walking tracks,"Blue Mountains National Park, Blackheath",BLUE MOUNTAINS,"[-33.631031134277144, 150.31376406193021]"
5054689.0,Granville Town Hall,10 Carlton Street Granville,CUMBERLAND,"[-33.83285549913981, 151.0093524022039]"
5053520.0,Crest Theatre,157 Blaxcell Street South Granville,CUMBERLAND,"[-33.84583589728779, 151.00996886238957]"
5051477.0,Nepean Dam,"Avon Dam Road, Bargo",WINGECARRIBEE,"[-34.335360414605205, 150.61696589332175]"
5045602.0,Wesleyan Chapel,348a Bourke Street Darlinghurst,SYDNEY,"[-33.88280023176081, 151.21655028489008]"
5051402.0,Broughton House,43a Thomas Street Parramatta,PARRAMATTA,"[-33.81278895763677, 151.01623573588765]"
5055190.0,Sydney Harbour Naval Precinct,"Cowper Wharf Roadway, Garden Island",SYDNEY,"[-33.86539507057306, 151.22654696079786]"
5045541.0,Sydney School of Arts,275-277a Pitt Street Sydney,SYDNEY,"[-33.872294258876906, 151.20787407954174]"
5011929.0,Bethungra Spiral,"Main Southern railway, Bethungra",JUNEE,"[-34.749795553277416, 147.88131781423007]"
5053218.0,Terrace,113-115 Gloucester Street The Rocks,SYDNEY,"[-33.86072996571165, 151.20697144122272]"
5053172.0,Lawson House,212-218 Cumberland Street The Rocks,SYDNEY,"[-33.862891402606536, 151.20568376811684]"
5045238.0,Heathcote Hall,1-21 Dillwynnia Grove Heathcote,SUTHERLAND SHIRE,"[-34.0878425934155, 151.01469847642446]"
5011959.0,Bungendore Railway Station and yard group,"Gibraltar Street, Bungendore",QUEANBEYAN-PALERANG REGIONAL,"[-35.25622816601903, 149.44636012946034]"
5044737.0,Bourke Post Office,47 Oxley Street Bourke,BOURKE,"[-30.089575627455837, 145.93647837375542]"
5044980.0,Railway Goods Shed,76 Cowper Street Wallsend,NEWCASTLE,"[-32.903267866495966, 151.668993275799]"
5051286.0,Tamworth Post Office,"Fitzroy Street, Tamworth",TAMWORTH REGIONAL,"[-31.09174373220837, 150.93127959334583]"
5051358.0,Bulga Bridge over Wollombi Brook,Main Road 213 Bulga,SINGLETON,"[-32.65105164785365, 151.02110343656733]"
5045405.0,Bethungra,9 Fore Street Canterbury,CANTERBURY-BANKSTOWN,"[-33.91483559557918, 151.1156523760463]"
5045065.0,Natural Area,"Rickards Avenue, Agnes Banks",PENRITH,"[-33.6407821852629, 150.69917664776156]"
5001213.0,"Patrick White House, The",20 Martin Road Centennial Park,SYDNEY,"[-33.899154744750234, 151.2259141453528]"
5045669.0,Bulletin Place Restaurant,6-8 Bulletin Place Sydney,SYDNEY,"[-33.86246565795999, 151.2095003166282]"
5045590.0,St John's Anglican Church & Rectory,120 Darlinghurst Road Darlinghurst,SYDNEY,"[-33.877254612162105, 151.22126056096113]"
5045721.0,Camelot,"Kirkham Lane, Narellan",CAMDEN,"[-34.0375675107418, 150.70688619058302]"
5012294.0,Yass Junction Railway Station group,Main Southern Railway,YASS VALLEY,"[-34.8090381606625, 148.9152549016063]"
5053337.0,Pyrmont Bridge,Sydney,SYDNEY,"[-33.870642936231484, 151.20108530373426]"
5044997.0,Intercontinental Hotel former Treasury Building,117-119 Macquarie Street Sydney,SYDNEY,"[-33.86299706025586, 151.21262860110966]"
5045287.0,Goodman's Buildings,2-12 Johnston Street Annandale,INNER WEST,"[-33.887630665207006, 151.1673917552775]"
5045513.0,Great Zig Zag Railway and Reserves,"Brewery Lane, Lithgow",LITHGOW,"[-33.47586944480496, 150.19788032524735]"
5045139.0,"Igloo House, The",65 Parriwi Road Mosman,MOSMAN,"[-33.81106405907421, 151.24667343121877]"
5053347.0,St John the Evangelist Church,"Main Street, Wallerawang",LITHGOW,"[-33.40078494256756, 150.07771881179875]"
5045320.0,Blayney Uniting Church & Hall,"Adelaide Street, Blayney",BLAYNEY,"[-33.53031108179675, 149.256116748698]"
5012118.0,Muswellbrook Railway Station and yard group,"Main Northern railway, Muswellbrook",MUSWELLBROOK,"[-32.267441515008485, 150.89023742157016]"
5045054.0,Davisville,63-67 Falls Road Wentworth Falls,BLUE MOUNTAINS,"[-33.71399546008653, 150.37188796895254]"
5045524.0,Albury rail bridge over Murray River,"Main Southern railway, 648.465km, Albury",ALBURY,"[-36.099848246288516, 146.90939817357832]"
5045033.0,Rose Seidler House,69-71 Clissold Road Wahroonga,KU-RING-GAI,"[-33.70967182758683, 151.14192654169966]"
5045660.0,South Maitland Railway Workshops,"Junction Street, East Greta",MAITLAND,"[-32.73912264579479, 151.5370325616901]"
5045299.0,Hereford House,53 Hereford Street Glebe,SYDNEY,"[-33.87923947664566, 151.18344819610442]"
5012103.0,Michelago Railway Station group,"Goulburn-Bombala railway, Michelago",SNOWY MONARO REGIONAL,"[-35.71078111200536, 149.1661105154335]"
5051388.0,Victoria Bridge over Stonequarry Creek,Prince Street Picton,WOLLONDILLY,"[-34.180272356961794, 150.61071785971322]"
5045107.0,Kings School Group (former),3 Marist Place Parramatta,PARRAMATTA,"[-33.80983963732097, 151.00224868527846]"
5045570.0,Moama Historic Precinct,"Hunt Street, Moama",MURRAY RIVER,"[-36.11948296338801, 144.75090530102878]"
5053177.0,Metcalfe Bond Stores,68-84 George Street The Rocks,SYDNEY,"[-33.85697062984341, 151.20866454348507]"
5051347.0,Royal College of Radiologists,37 Lower Fort Street Millers Point,SYDNEY,"[-33.85631942470376, 151.20721791777927]"
5045527.0,Waimea House,"Waimea Avenue, Woollahra",WOOLLAHRA,"[-33.88846711011136, 151.24127350159128]"
5011976.0,Cootamundra Railway Station and yard group,Main Southern railway Cootamundra,COOTAMUNDRA-GUNDAGAI REGIONAL,"[-34.64132984952438, 148.0303402124686]"
5053196.0,Shop - Phillip's Foote Restaurant,101 George Street The Rocks,SYDNEY,"[-33.85954763184669, 151.20850625716196]"
5045369.0,St Mary's the Virgin Anglican Church & Rectory,66 Church Street Maitland,MAITLAND,"[-32.73496081421019, 151.55229604016162]"
5045119.0,House,196 Howick Street Bathurst,BATHURST REGIONAL,"[-33.418850223179945, 149.58264358279226]"
5045284.0,Monteith,266 Glebe Point Road Glebe,SYDNEY,"[-33.87391328547079, 151.1819732090296]"
5045288.0,Lynton,4 Clarence Street Burwood,BURWOOD,"[-33.88092615838251, 151.10533582705963]"
5014178.0,Kirkham Stables and Precinct,"Kirkham Lane, Narellan",CAMDEN,"[-34.03463974894598, 150.70934300261408]"
5012210.0,Rockdale Railway Station Group,"Illawarra railway, Rockdale",BAYSIDE (NSW),"[-33.95210154180926, 151.13681676301832]"
5001371.0,Bathurst Court House,"Russell Street, Bathurst",BATHURST REGIONAL,"[-33.41825288080935, 149.57842677446575]"
5053415.0,Brewarrina Aboriginal Mission Site,"The Old Mission Road, Brewarrina",BREWARRINA,"[-29.98048374695779, 146.96614793435901]"
5045248.0,Rockwall,7 Rockwall Crescent Potts Point,SYDNEY,"[-33.869871350419146, 151.2245645684802]"
5053111.0,Macquarie Place Precinct,"Macquarie Place, Sydney",SYDNEY,"[-33.86325667602122, 151.21009700343683]"
5045114.0,House,67 Bentinck Street Bathurst,BATHURST REGIONAL,"[-33.4189796811957, 149.58281425675204]"
5051275.0,Kiama Post Office,24 Terralong Street Kiama,KIAMA,"[-34.67185502782834, 150.85624786816157]"
5045446.0,Emanuel School,18-20 Stanley Street Randwick,RANDWICK,"[-33.90682520645801, 151.2436066717883]"
5045461.0,Tathra Wharf and building,"Wharf Road, Tathra",BEGA VALLEY,"[-36.72560274325403, 149.98878754245658]"
5045325.0,West Maling (Revival Life Centre),663-665 King Georges Road Penshurst,GEORGES RIVER,"[-33.96622110496443, 151.09442405421532]"
5044994.0,Ozanam House,5-7 Young Street Sydney,SYDNEY,"[-33.86250323509608, 151.21095482941521]"
5011999.0,Dumaresq Railway station group,"Dumaresq Road, Dumaresq",ARMIDALE REGIONAL,"[-30.461313724265572, 151.58096707256618]"
5045030.0,Bonnyrigg House,"Cartwright Street, Bonnyrigg",FAIRFIELD,"[-33.89119645645388, 150.8783787982271]"
5045386.0,Mill Centre,"Wallace Street, Braidwood",QUEANBEYAN-PALERANG REGIONAL,"[-35.44001867605663, 149.79986088038152]"
